gene_acc	Homo_seqid	OG	symbol	Hydractinia_seqid
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.19641
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.2260
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.23740
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.41167
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.4804
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.48878
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.49344
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.49647
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.50947
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.51234
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.52401
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.5670
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.83491
NP_001277008.1	Homo_35684	OG0000001	NKX1-1	Hs_planula_t.84650
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.10662
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.11148
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.14300
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.14425
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.1475
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.16351
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.19641
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.2260
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.23740
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.41167
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.4804
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.48878
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.49344
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.49647
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.50947
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.51234
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.52401
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.5670
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.83491
NP_067545.3	Homo_31265	OG0000001	BARX1	Hs_planula_t.84650
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.10662
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.11148
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.14300
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.14425
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.1475
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.16351
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.19641
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.2260
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.23740
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.41167
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.4804
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.48878
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.49344
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.49647
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.50947
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.51234
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.52401
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.5670
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.83491
NP_064448.1	Homo_32451	OG0000001	BARHL1	Hs_planula_t.84650
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.10662
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.11148
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.14300
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.14425
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.1475
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.16351
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.19641
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.2260
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.23740
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.41167
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.4804
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.48878
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.49344
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.49647
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.50947
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.51234
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.52401
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.5670
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.83491
NP_149416.1	Homo_61374	OG0000001	NKX2-4	Hs_planula_t.84650
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.10662
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.11148
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.14300
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.14425
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.1475
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.16351
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.19641
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.2260
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.23740
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.41167
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.4804
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.48878
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.49344
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.49647
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.50947
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.51234
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.52401
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.5670
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.83491
NP_003308.1	Homo_45160	OG0000001	NKX2-1	Hs_planula_t.84650
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.10662
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.11148
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.14300
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.14425
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.1475
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.16351
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.19641
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.2260
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.23740
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.41167
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.4804
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.48878
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.49344
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.49647
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.50947
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.51234
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.52401
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.5670
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.83491
NP_796374.2	Homo_35829	OG0000001	NKX6-2	Hs_planula_t.84650
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.10662
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.11148
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.14300
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.14425
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.1475
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.16351
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.19641
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.2260
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.23740
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.41167
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.4804
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.48878
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.49344
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.49647
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.50947
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.51234
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.52401
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.5670
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.83491
NP_003649.2	Homo_39790	OG0000001	BARX2	Hs_planula_t.84650
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.11207
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.11713
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.14852
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.20655
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.21263
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.21264
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.22812
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.23688
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.24723
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.24723
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.3778
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.40086
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.40948
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.47300
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.50049
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.74880
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.74881
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.85107
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.87239
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.11207
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.11713
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.14852
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.20655
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.21263
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.21264
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.22812
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.23688
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.24723
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.24723
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.3778
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.40086
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.40948
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.47300
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.50049
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.74880
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.74881
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.85107
NP_115485.1	Homo_19396	OG0000012	OTP	Hs_planula_t.87239
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.11207
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.11713
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.14852
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.20655
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.21263
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.21264
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.22812
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.23688
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.24723
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.24723
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.3778
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.40086
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.40948
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.47300
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.50049
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.74880
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.74881
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.85107
NP_005306.1	Homo_63533	OG0000012	GSC2	Hs_planula_t.87239
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.11207
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.11713
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.14852
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.20655
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.21263
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.21264
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.22812
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.23688
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.24723
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.24723
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.3778
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.40086
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.40948
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.47300
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.50049
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.74880
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.74881
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.85107
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.87239
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.11207
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.11713
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.14852
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.20655
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.21263
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.21264
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.22812
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.23688
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.24723
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.24723
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.3778
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.40086
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.40948
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.47300
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.50049
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.74880
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.74881
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.85107
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.87239
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.11207
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.11713
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.14852
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.20655
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.21263
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.21264
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.22812
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.23688
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.24723
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.24723
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.3778
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.40086
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.40948
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.47300
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.50049
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.74880
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.74881
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.85107
NP_001073930.1	Homo_24724	OG0000012	UNCX	Hs_planula_t.87239
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.11207
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.11713
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.14852
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.20655
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.21263
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.21264
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.22812
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.23688
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.24723
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.24723
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.3778
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.40086
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.40948
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.47300
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.50049
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.74880
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.74881
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.85107
NP_005160.2	Homo_38478	OG0000012	PHOX2A	Hs_planula_t.87239
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.11207
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.11713
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.14852
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.20655
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.21263
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.21264
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.22812
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.23688
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.24723
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.24723
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.3778
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.40086
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.40948
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.47300
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.50049
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.74880
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.74881
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.85107
NP_055377.1	Homo_8086	OG0000012	OTX1	Hs_planula_t.87239
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.11207
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.11713
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.14852
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.20655
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.21263
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.21264
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.22812
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.23688
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.24723
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.24723
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.3778
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.40086
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.40948
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.47300
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.50049
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.74880
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.74881
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.85107
NP_001257454.1	Homo_45403	OG0000012	OTX2	Hs_planula_t.87239
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.11207
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.11713
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.14852
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.20655
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.21263
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.21264
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.22812
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.23688
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.24723
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.24723
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.3778
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.40086
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.40948
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.47300
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.50049
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.74880
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.74881
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.85107
NP_057391.1	Homo_32320	OG0000012	PRRX2	Hs_planula_t.87239
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.11207
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.11713
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.14852
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.20655
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.21263
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.21264
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.22812
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.23688
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.24723
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.24723
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.3778
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.40086
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.40948
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.47300
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.50049
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.74880
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.74881
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.85107
NP_002644.4	Homo_20073	OG0000012	PITX1	Hs_planula_t.87239
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.11207
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.11713
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.14852
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.20655
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.21263
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.21264
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.22812
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.23688
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.24723
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.24723
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.3778
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.40086
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.40948
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.47300
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.50049
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.74880
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.74881
NP_000316.2	Homo_17583	OG0000012	PITX2	Hs_planula_t.85107
