gene_acc	Homo_seqid	OG	symbol	Hydractinia_seqid
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.10906
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.18279
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.26231
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.36873
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.37383
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.47892
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.77034
NP_001149.2	Homo_53520	OG0000731	AOC2	Hs_planula_t.84973
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.17597
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.36994
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.37195
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.88919
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.88921
NP_001880.2	Homo_2687	OG0000772	CRYZ	Hs_planula_t.88922
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Hs_planula_t.24896
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Hs_planula_t.37115
NP_001120652.1	Homo_38664	OG0000847	MYO7A	Hs_planula_t.83360
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.10960
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.16288
NP_031400.2	Homo_45488	OG0000854	SIX6	Hs_planula_t.2654
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.10960
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.16288
NP_005404.1	Homo_7831	OG0000854	SIX3	Hs_planula_t.2654
NP_938024.1	Homo_23194	OG0000877	EYS	Hs_planula_t.52651
NP_938024.1	Homo_23194	OG0000877	EYS	Hs_planula_t.66938
NP_938024.1	Homo_23194	OG0000877	EYS	Hs_planula_t.78049
NP_001309419.1	Homo_34948	OG0000883	HPS1	Hs_planula_t.20911
NP_001309419.1	Homo_34948	OG0000883	HPS1	Hs_planula_t.20912
NP_001309419.1	Homo_34948	OG0000883	HPS1	Hs_planula_t.39349
NP_001309419.1	Homo_34948	OG0000883	HPS1	Hs_planula_t.47712
NP_001309419.1	Homo_34948	OG0000883	HPS1	Hs_planula_t.74889
NP_001239126.1	Homo_50321	OG0000928	IRX5	Hs_planula_t.47734
NP_001336810.1	Homo_3339	OG0000941	DRAM2	Hs_planula_t.27138
NP_001336810.1	Homo_3339	OG0000941	DRAM2	Hs_planula_t.68307
NP_001336810.1	Homo_3339	OG0000941	DRAM2	Hs_planula_t.68925
NP_001336810.1	Homo_3339	OG0000941	DRAM2	Hs_planula_t.68926
NP_689656.2	Homo_45637	OG0000950	RDH12	Hs_planula_t.29467
NP_057110.3	Homo_45636	OG0000950	RDH11	Hs_planula_t.29467
NP_003006.2	Homo_34922	OG0000974	SFRP5	Hs_planula_t.14793
NP_003006.2	Homo_34922	OG0000974	SFRP5	Hs_planula_t.87523
NP_000353.1	Homo_64222	OG0001016	TIMP3	Hs_planula_t.30160
NP_000353.1	Homo_64222	OG0001016	TIMP3	Hs_planula_t.30607
NP_000353.1	Homo_64222	OG0001016	TIMP3	Hs_planula_t.75495
NP_061947.1	Homo_46956	OG0001088	DLL4	Hs_planula_t.14267
NP_061947.1	Homo_46956	OG0001088	DLL4	Hs_planula_t.250
NP_061947.1	Homo_46956	OG0001088	DLL4	Hs_planula_t.35740
NP_061947.1	Homo_46956	OG0001088	DLL4	Hs_planula_t.39003
NP_061947.1	Homo_46956	OG0001088	DLL4	Hs_planula_t.69835
NP_954986.2	Homo_36122	OG0001090	TH	Hs_planula_t.29010
NP_954986.2	Homo_36122	OG0001090	TH	Hs_planula_t.38405
NP_954986.2	Homo_36122	OG0001090	TH	Hs_planula_t.74673
NP_954986.2	Homo_36122	OG0001090	TH	Hs_planula_t.996
NP_742034.1	Homo_28911	OG0001123	RDH10	Hs_planula_t.37028
NP_742034.1	Homo_28911	OG0001123	RDH10	Hs_planula_t.37028
NP_742034.1	Homo_28911	OG0001123	RDH10	Hs_planula_t.49171
NP_001116867.1	Homo_1884	OG0001148	CLDN19	Hs_planula_t.3795
NP_001073347.1	Homo_8779	OG0001196	CNGA3	Hs_planula_t.15325
NP_001073347.1	Homo_8779	OG0001196	CNGA3	Hs_planula_t.35573
NP_061971.3	Homo_29074	OG0001196	CNGB3	Hs_planula_t.15325
NP_061971.3	Homo_29074	OG0001196	CNGB3	Hs_planula_t.35573
NP_031374.2	Homo_5095	OG0001342	ATF6	Hs_planula_t.72668
NP_031374.2	Homo_5095	OG0001342	ATF6	Hs_planula_t.72668
NP_001361604.1	Homo_50653	OG0001413	HSF4	Hs_planula_t.1226
NP_001361604.1	Homo_50653	OG0001413	HSF4	Hs_planula_t.22275
NP_001361604.1	Homo_50653	OG0001413	HSF4	Hs_planula_t.78575
NP_003313.3	Homo_22496	OG0001731	TULP1	Hs_planula_t.80348
NP_003314.2	Homo_59732	OG0001731	TULP2	Hs_planula_t.80348
NP_001305641.1	Homo_50492	OG0001914	KIFC3	Hs_planula_t.77354
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.10744
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.25788
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.25788
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.49403
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.88622
NP_006230.2	Homo_16995	OG0001924	PPEF2	Hs_planula_t.88622
NP_001333819.1	Homo_31723	OG0002020	WHRN	Hs_planula_t.87166
NP_001334969.1	Homo_25264	OG0002175	BBS9	Hs_planula_t.15691
NP_001334969.1	Homo_25264	OG0002175	BBS9	Hs_planula_t.30334
NP_001334969.1	Homo_25264	OG0002175	BBS9	Hs_planula_t.90667
NP_004572.3	Homo_44995	OG0002438	RABGGTA	Hs_planula_t.91263
NP_004572.3	Homo_44995	OG0002438	RABGGTA	Hs_planula_t.91264
NP_004572.3	Homo_44995	OG0002438	RABGGTA	Hs_planula_t.91265
NP_002691.1	Homo_20523	OG0002585	POU4F3	Hs_planula_t.25587
NP_002691.1	Homo_20523	OG0002585	POU4F3	Hs_planula_t.72997
NP_001135967.2	Homo_47387	OG0002624	MYO5A	Hs_planula_t.35653
NP_001135967.2	Homo_47387	OG0002624	MYO5A	Hs_planula_t.395
NP_001135967.2	Homo_47387	OG0002624	MYO5A	Hs_planula_t.79207
NP_001135967.2	Homo_47387	OG0002624	MYO5A	Hs_planula_t.79208
NP_001135967.2	Homo_47387	OG0002624	MYO5A	Hs_planula_t.79208
NP_001272332.1	Homo_51905	OG0002672	AIPL1	Hs_planula_t.86675
NP_660326.2	Homo_31129	OG0002845	NXNL2	Hs_planula_t.32744
NP_001310443.1	Homo_13812	OG0003072	ARL6	Hs_planula_t.39586
NP_001310443.1	Homo_13812	OG0003072	ARL6	Hs_planula_t.92563
NP_064569.3	Homo_8718	OG0003169	CNNM4	Hs_planula_t.22336
NP_056540.3	Homo_57354	OG0003238	RDH8	Hs_planula_t.2495
NP_056540.3	Homo_57354	OG0003238	RDH8	Hs_planula_t.2741
NP_002336.1	Homo_42307	OG0003400	LUM	Hs_planula_t.67800
NP_002336.1	Homo_42307	OG0003400	LUM	Hs_planula_t.87928
NP_149017.2	Homo_47896	OG0003469	BBS4	Hs_planula_t.39173
NP_149017.2	Homo_47896	OG0003469	BBS4	Hs_planula_t.40174
NP_149017.2	Homo_47896	OG0003469	BBS4	Hs_planula_t.71406
NP_001030025.1	Homo_65516	OG0003517	RPGR	Hs_planula_t.25589
NP_001030025.1	Homo_65516	OG0003517	RPGR	Hs_planula_t.27015
NP_001077084.2	Homo_9978	OG0003740	MYO3B	Hs_planula_t.91957
NP_001077084.2	Homo_9978	OG0003740	MYO3B	Hs_planula_t.91958
NP_001355194.1	Homo_33302	OG0003740	MYO3A	Hs_planula_t.91957
NP_001355194.1	Homo_33302	OG0003740	MYO3A	Hs_planula_t.91958
NP_006215.1	Homo_51575	OG0003803	PITPNA	Hs_planula_t.36771
NP_006215.1	Homo_51575	OG0003803	PITPNA	Hs_planula_t.47740
NP_001362779.1	Homo_30311	OG0004293	SLC24A2	Hs_planula_t.36710
NP_001362779.1	Homo_30311	OG0004293	SLC24A2	Hs_planula_t.48308
NP_775748.2	Homo_54800	OG0004373	USH1G	Hs_planula_t.25801
NP_775748.2	Homo_54800	OG0004373	USH1G	Hs_planula_t.48697
NP_001177162.1	Homo_15345	OG0004423	DNAJC19	Hs_planula_t.81937
NP_001177162.1	Homo_15345	OG0004423	DNAJC19	Hs_planula_t.88
NP_570844.1	Homo_15610	OG0004548	OPA1	Hs_planula_t.36608
NP_009054.6	Homo_6281	OG0004579	USH2A	Hs_planula_t.24675
NP_001188472.1	Homo_8064	OG0004584	FAM161A	Hs_planula_t.21611
NP_001188472.1	Homo_8064	OG0004584	FAM161A	Hs_planula_t.36414
NP_001188472.1	Homo_8064	OG0004584	FAM161A	Hs_planula_t.74420
NP_036550.1	Homo_55263	OG0004757	FSCN2	Hs_planula_t.70828
NP_000301.1	Homo_1763	OG0004843	PPT1	Hs_planula_t.19889
NP_000301.1	Homo_1763	OG0004843	PPT1	Hs_planula_t.48090
NP_054781.1	Homo_50858	OG0004844	NOB1	Hs_planula_t.47720
NP_612402.1	Homo_56681	OG0004941	REEP6	Hs_planula_t.78071
NP_085059.2	Homo_63356	OG0004975	COL18A1	Hs_planula_t.25244
NP_085059.2	Homo_63356	OG0004975	COL18A1	Hs_planula_t.39162
NP_085059.2	Homo_63356	OG0004975	COL18A1	Hs_planula_t.54341
NP_000739.1	Homo_4343	OG0005004	CHRNB2	Hs_planula_t.5637
NP_060660.2	Homo_17695	OG0005154	BBS7	Hs_planula_t.37526
NP_078925.3	Homo_38131	OG0005610	BBS1	Hs_planula_t.27804
NP_078925.3	Homo_38131	OG0005610	BBS1	Hs_planula_t.41250
NP_078925.3	Homo_38131	OG0005610	BBS1	Hs_planula_t.67108
NP_644810.1	Homo_19716	OG0005663	WDR36	Hs_planula_t.36053
NP_644810.1	Homo_19716	OG0005663	WDR36	Hs_planula_t.80361
NP_644810.1	Homo_19716	OG0005663	WDR36	Hs_planula_t.80362
NP_644810.1	Homo_19716	OG0005663	WDR36	Hs_planula_t.84026
NP_079412.1	Homo_59430	OG0005690	OPA3	Hs_planula_t.24219
NP_002283.3	Homo_13051	OG0006019	LAMB2	Hs_planula_t.24836
NP_001309899.1	Homo_35682	OG0006064	OAT	Hs_planula_t.38829
NP_005700.2	Homo_36647	OG0006520	USH1C	Hs_planula_t.25243
NP_006050.3	Homo_32388	OG0006759	LAMC3	Hs_planula_t.90763
NP_004573.2	Homo_2704	OG0006862	RABGGTB	Hs_planula_t.29359
NP_002592.1	Homo_11318	OG0006917	PDE6D	Hs_planula_t.28540
NP_002592.1	Homo_11318	OG0006917	PDE6D	Hs_planula_t.77033
NP_005379.3	Homo_31896	OG0007009	PDCL	Hs_planula_t.74361
NP_072098.1	Homo_5601	OG0007009	PDC	Hs_planula_t.74361
NP_001317095.1	Homo_52656	OG0007600	UNC119	Hs_planula_t.27788
NP_689597.1	Homo_9947	OG0007803	BBS5	Hs_planula_t.39724
NP_115495.3	Homo_19536	OG0007959	ADGRV1	Hs_planula_t.24676
NP_115495.3	Homo_19536	OG0007959	ADGRV1	Hs_planula_t.74636
NP_061336.1	Homo_61198	OG0008892	MKKS	Hs_planula_t.51741
NP_008846.2	Homo_65602	OG0009687	RP2	Hs_planula_t.37984
NP_000317.1	Homo_48431	OG0010623	RLBP1	Hs_planula_t.27974
NP_005488.2	Homo_53690	OG0010639	GJC1	Hs_planula_t.18021
NP_055432.2	Homo_10739	OG0011833	CRYGA	Hs_planula_t.1567
NP_005201.2	Homo_10738	OG0011833	CRYGB	Hs_planula_t.1567
NP_066269.1	Homo_10737	OG0011833	CRYGC	Hs_planula_t.1567
NP_006260.1	Homo_28675	OG0011889	RP1	Hs_planula_t.18866
NP_065711.1	Homo_46815	OG0017069	GJD2	Hs_planula_t.4192
